method,seed,step,train_loss,test_rmse,grad_norm
spgd,1,990,0.6848686933517456,0.9413768649101257,0.0035819720942527056
spgd,1,1020,0.6807608008384705,0.9416716694831848,0.0034214542247354984
spgd,1,1050,0.6769900321960449,0.9419724345207214,0.003273274749517441
spgd,1,1080,0.6735180616378784,0.9422705769538879,0.003136191051453352
spgd,1,1110,0.6703121066093445,0.9425615072250366,0.003009044798091054
spgd,1,1140,0.6673437356948853,0.9428432583808899,0.0028908015228807926
spgd,1,1170,0.664588451385498,0.9431152939796448,0.002780556445941329
spgd,1,1200,0.6620250344276428,0.943377673625946,0.0026775263249874115
spgd,1,1230,0.6596348285675049,0.943631112575531,0.0025810343213379383
spgd,1,1260,0.6574016213417053,0.9438760280609131,0.002490495564416051
spgd,1,1290,0.6553110480308533,0.9441132545471191,0.002405401086434722
spgd,1,1320,0.653350293636322,0.9443433284759521,0.0023253054823726416
spgd,1,1350,0.6515082120895386,0.9445667266845703,0.0022498161997646093
spgd,1,1380,0.6497746109962463,0.9447838068008423,0.002178584923967719
spgd,1,1410,0.6481404900550842,0.9449948072433472,0.0021112998947501183
spgd,1,1440,0.6465978622436523,0.9452001452445984,0.002047680551186204
spgd,1,1470,0.6451392769813538,0.9453999400138855,0.001987472176551819
spgd,1,1500,0.6437582969665527,0.9455944299697876,0.0019304432207718492
sgd,2,1,1.2675127983093262,1.1249988079071045,0.00024814871721901
sgd,2,30,1.267495036125183,1.1249988079071045,0.00024854630464687943
sgd,2,60,1.2674753665924072,1.124998688697815,0.0002676710719242692
sgd,2,90,1.267450213432312,1.1249974966049194,0.0003113732091151178
sgd,2,120,1.2674130201339722,1.1249934434890747,0.0003928625665139407
sgd,2,150,1.2673488855361938,1.1249816417694092,0.0005366451805457473
sgd,2,180,1.2672195434570312,1.1249490976333618,0.0007845386280678213
sgd,2,210,1.2669270038604736,1.12485933303833,0.001205864711664617
sgd,2,240,1.2662094831466675,1.1246126890182495,0.0019142011879011989
sgd,2,270,1.2643638849258423,1.1239343881607056,0.0030898861587047577
sgd,2,300,1.259540319442749,1.1220909357070923,0.004988888278603554
sgd,2,330,1.247270941734314,1.117292046546936,0.00783973466604948
sgd,2,360,1.2192800045013428,1.1062053442001343,0.011344964616000652
sgd,2,390,1.169564962387085,1.0865428447723389,0.013894992880523205
sgd,2,420,1.1082462072372437,1.0631083250045776,0.014175583608448505
sgd,2,450,1.0487867593765259,1.0419446229934692,0.013713391497731209
sgd,2,480,0.9934005737304688,1.0230883359909058,0.013070143759250641
sgd,2,510,0.9450745582580566,1.0067676305770874,0.011896549724042416
sgd,2,540,0.9059349298477173,0.9935500025749207,0.010589881800115108
sgd,2,570,0.8745998740196228,0.9828811287879944,0.009515614248812199
sgd,2,600,0.8487319946289062,0.9740270376205444,0.008711027912795544
sgd,2,630,0.8266388177871704,0.966562032699585,0.008092285133898258
sgd,2,660,0.8073122501373291,0.9602606892585754,0.007588409353047609
sgd,2,690,0.7901628017425537,0.954994797706604,0.007151005789637566
sgd,2,720,0.7748516201972961,0.9506840705871582,0.006747276987880468
sgd,2,750,0.7611748576164246,0.9472537040710449,0.006362059619277716
sgd,2,780,0.7489758133888245,0.9446099400520325,0.005994001403450966
sgd,2,810,0.7381044030189514,0.9426424503326416,0.00564582459628582
sgd,2,840,0.7284144163131714,0.9412381052970886,0.005318931769579649
sgd,2,870,0.7197700142860413,0.9402905106544495,0.005013583693653345
sgd,2,900,0.7120465636253357,0.9397027492523193,0.004730004817247391
sgd,2,930,0.7051299810409546,0.939389169216156,0.004468395374715328
sgd,2,960,0.6989169716835022,0.9392773509025574,0.004228479228913784
sgd,2,990,0.6933153867721558,0.939309298992157,0.004009299911558628
sgd,2,1020,0.6882448196411133,0.9394406080245972,0.0038093477487564087
sgd,2,1050,0.6836361885070801,0.9396390914916992,0.0036268115509301424
sgd,2,1080,0.6794307231903076,0.9398822784423828,0.003459806786850095
sgd,2,1110,0.6755787134170532,0.9401546716690063,0.0033065311145037413
sgd,2,1140,0.6720382571220398,0.9404459595680237,0.003165345871821046
sgd,2,1170,0.6687737703323364,0.9407490491867065,0.003034809371456504
sgd,2,1200,0.665755033493042,0.941059410572052,0.002913679229095578
sgd,2,1230,0.662956178188324,0.9413737654685974,0.0028008981607854366
sgd,2,1260,0.6603549718856812,0.9416899085044861,0.0026955697685480118
sgd,2,1290,0.6579321622848511,0.9420063495635986,0.002596935722976923
sgd,2,1320,0.6556708812713623,0.9423218965530396,0.0025043515488505363
sgd,2,1350,0.6535563468933105,0.942635715007782,0.0024172666016966105
sgd,2,1380,0.6515756249427795,0.9429469704627991,0.002335206139832735
sgd,2,1410,0.6497170925140381,0.9432552456855774,0.002257758053019643
sgd,2,1440,0.6479706168174744,0.9435598850250244,0.002184560289606452
sgd,2,1470,0.6463267207145691,0.943860650062561,0.002115292474627495
sgd,2,1500,0.6447772979736328,0.9441571831703186,0.0020496691577136517
adam,2,1,1.2674239873886108,1.124999761581421,0.0003401485737413168
adam,2,30,1.2098468542099,1.1087931394577026,0.012751518748700619
adam,2,60,1.0011305809020996,1.0390758514404297,0.02150590531527996
adam,2,90,0.8261159658432007,0.9843723177909851,0.01785580813884735
adam,2,120,0.7423858642578125,0.9673656225204468,0.012760836631059647
adam,2,150,0.6976085901260376,0.9642474055290222,0.00864449329674244
adam,2,180,0.6697879433631897,0.9641852378845215,0.006277257576584816
adam,2,210,0.6515204310417175,0.9638713598251343,0.004819036927074194
adam,2,240,0.639232873916626,0.963085412979126,0.0037833245005458593
adam,2,270,0.6307047009468079,0.962289571762085,0.003030217019841075
adam,2,300,0.6245320439338684,0.9618349075317383,0.002482935320585966
adam,2,330,0.6198562383651733,0.9617732167243958,0.0020800400525331497
adam,2,360,0.6161498427391052,0.9619607925415039,0.0017775679007172585
adam,2,390,0.6130828857421875,0.9622348546981812,0.001546961604617536
adam,2,420,0.6104570031166077,0.9625071883201599,0.001368818455375731
adam,2,450,0.6081705689430237,0.9627512097358704,0.001227925531566143
adam,2,480,0.6061877608299255,0.9629657864570618,0.001111696707084775
adam,2,510,0.6045008897781372,0.9631613492965698,0.0010110520524904132
adam,2,540,0.6030940413475037,0.9633477926254272,0.0009219371131621301
adam,2,570,0.601930558681488,0.9635295867919922,0.0008437526994384825
adam,2,600,0.6009642481803894,0.9637026786804199,0.0007757779094390571
adam,2,630,0.6001556515693665,0.9638522863388062,0.0007162225083447993
adam,2,660,0.5994759202003479,0.9639603495597839,0.0006634038290940225
adam,2,690,0.5989037156105042,0.9640204310417175,0.0006162056815810502
adam,2,720,0.5984207987785339,0.9640414118766785,0.0005738998297601938
adam,2,750,0.5980103611946106,0.9640411734580994,0.0005358770722523332
adam,2,780,0.5976575016975403,0.9640369415283203,0.0005014542839489877
adam,2,810,0.5973506569862366,0.9640388488769531,0.0004698213888332248
adam,2,840,0.5970818996429443,0.9640470147132874,0.00044017561594955623
adam,2,870,0.5968461036682129,0.9640527963638306,0.0004119184741284698
adam,2,900,0.5966395735740662,0.9640453457832336,0.0003847218758892268
adam,2,930,0.5964592695236206,0.9640167355537415,0.0003585138183552772
adam,2,960,0.5963019132614136,0.9639641046524048,0.0003333955828566104
adam,2,990,0.5961639285087585,0.9638883471488953,0.00030949353822506964
adam,2,1020,0.5960417985916138,0.963792622089386,0.0002868796291295439
adam,2,1050,0.5959327220916748,0.9636805653572083,0.0002655710850376636
adam,2,1080,0.5958343148231506,0.9635553956031799,0.0002455582143738866
adam,2,1110,0.5957449674606323,0.9634208083152771,0.0002268332609673962
adam,2,1140,0.5956632494926453,0.9632804989814758,0.00020939922251272947
adam,2,1170,0.5955883860588074,0.9631386399269104,0.00019323627930134535
adam,2,1200,0.5955197215080261,0.9629991054534912,0.0001783274783520028
adam,2,1230,0.595457136631012,0.9628652930259705,0.0001645922748139128
adam,2,1260,0.5954009890556335,0.962739109992981,0.00015189782425295562
adam,2,1290,0.59535151720047,0.9626218676567078,0.00014009303413331509
adam,2,1320,0.5953091382980347,0.9625141024589539,0.00012907710333820432
adam,2,1350,0.5952736735343933,0.9624160528182983,0.0001188281094073318
adam,2,1380,0.5952443480491638,0.9623278975486755,0.00010934515012195334
adam,2,1410,0.595220148563385,0.9622493386268616,0.00010060494241770357
adam,2,1440,0.5951997637748718,0.9621801972389221,9.254951146431267e-05
adam,2,1470,0.5951822996139526,0.9621203541755676,8.510433690389618e-05
adam,2,1500,0.5951669812202454,0.9620696902275085,7.822379848221317e-05
rpgd,2,1,1.2675127983093262,1.1249988079071045,0.00024814871721901
rpgd,2,30,1.267495036125183,1.1249988079071045,0.00024854630464687943
rpgd,2,60,1.2674753665924072,1.124998688697815,0.0002676710719242692
rpgd,2,90,1.267439365386963,1.1249961853027344,0.00035188719630241394
rpgd,2,120,1.267388105392456,1.124990701675415,0.00047036653268150985
rpgd,2,150,1.2672854661941528,1.1249817609786987,0.0006663590902462602
rpgd,2,180,1.267095685005188,1.124942660331726,0.0009346208535134792
rpgd,2,210,1.2666535377502441,1.12483549118042,0.0014448936562985182
rpgd,2,240,1.2656418085098267,1.124525547027588,0.002244459930807352
rpgd,2,270,1.2630668878555298,1.1236337423324585,0.003592606633901596
rpgd,2,300,1.2566726207733154,1.1212977170944214,0.005691041238605976
rpgd,2,330,1.2409257888793945,1.1153877973556519,0.008754069916903973
rpgd,2,360,1.2074366807937622,1.1024844646453857,0.01216099876910448
rpgd,2,390,1.1531298160552979,1.0815978050231934,0.014136908575892448
rpgd,2,420,1.0916409492492676,1.059066653251648,0.013988683931529522
rpgd,2,450,1.0339720249176025,1.0393235683441162,0.013426504097878933
rpgd,2,480,0.981147050857544,1.021594524383545,0.012738446705043316
rpgd,2,510,0.9349542856216431,1.0059348344802856,0.01166505366563797
rpgd,2,540,0.8969587683677673,0.9929831624031067,0.010431226342916489
rpgd,2,570,0.8664951920509338,0.9826140999794006,0.009346753358840942
rpgd,2,600,0.8416639566421509,0.9743300080299377,0.008496723137795925
rpgd,2,630,0.8207330107688904,0.9676666855812073,0.007853083312511444
rpgd,2,660,0.8025386333465576,0.9622286558151245,0.00735540222376585
rpgd,2,690,0.7863955497741699,0.9577800631523132,0.006937896367162466
rpgd,2,720,0.7719525098800659,0.9541730880737305,0.006553187966346741
rpgd,2,750,0.7590315937995911,0.9512962102890015,0.00618152879178524
rpgd,2,780,0.7475042939186096,0.9490430951118469,0.005822308361530304
rpgd,2,810,0.7372398376464844,0.9473090767860413,0.005480570252984762
rpgd,2,840,0.7281017303466797,0.9459989666938782,0.005159998778253794
rpgd,2,870,0.7199569344520569,0.9450305104255676,0.004862158093601465
rpgd,2,900,0.7126814126968384,0.9443342089653015,0.004587446805089712
rpgd,2,930,0.7061627507209778,0.9438519477844238,0.004335589706897736
rpgd,2,960,0.7003006935119629,0.9435349702835083,0.004105722066015005
rpgd,2,990,0.6950070858001709,0.9433445334434509,0.003896465990692377
rpgd,2,1020,0.6902062296867371,0.9432498812675476,0.003706106450408697
rpgd,2,1050,0.6858330965042114,0.9432275295257568,0.0035327873192727566
rpgd,2,1080,0.6818327903747559,0.9432594776153564,0.0033746676053851843
rpgd,2,1110,0.678158700466156,0.9433324933052063,0.0032300185412168503
rpgd,2,1140,0.6747714877128601,0.9434366822242737,0.003097269916906953
rpgd,2,1170,0.671638011932373,0.9435646533966064,0.0029750268440693617
rpgd,2,1200,0.668729841709137,0.9437107443809509,0.002862066263332963
rpgd,2,1230,0.6660229563713074,0.9438709616661072,0.0027573248371481895
rpgd,2,1260,0.6634964942932129,0.9440421462059021,0.002659881953150034
rpgd,2,1290,0.6611328125,0.9442220330238342,0.0025689403992146254
rpgd,2,1320,0.6589163541793823,0.9444088935852051,0.0024838116951286793
rpgd,2,1350,0.6568336486816406,0.9446014761924744,0.0024039000272750854
rpgd,2,1380,0.6548730134963989,0.9447988867759705,0.0023286882787942886
rpgd,2,1410,0.6530240178108215,0.945000171661377,0.0022577273193746805
rpgd,2,1440,0.6512776017189026,0.9452050924301147,0.0021906266920268536
rpgd,2,1470,0.6496255397796631,0.9454130530357361,0.002127045067027211
rpgd,2,1500,0.6480607390403748,0.9456235766410828,0.0020666837226599455
spgd,2,1,1.2675127983093262,1.1249988079071045,0.00024814871721901
spgd,2,30,1.267495036125183,1.1249988079071045,0.00024854630464687943
spgd,2,60,1.2674753665924072,1.124998688697815,0.0002676710719242692
spgd,2,90,1.2674181461334229,1.1249897480010986,0.00045166269410401583
spgd,2,120,1.2673087120056152,1.1249727010726929,0.0006514123524539173
spgd,2,150,1.267075538635254,1.1249276399612427,0.000989413121715188
spgd,2,180,1.2665022611618042,1.1247669458389282,0.0015845190500840545
spgd,2,210,1.265130877494812,1.1243184804916382,0.002563019283115864
spgd,2,240,1.2616558074951172,1.1230480670928955,0.004166050814092159
spgd,2,270,1.2526507377624512,1.1196074485778809,0.006679820828139782
spgd,2,300,1.2310175895690918,1.1111111640930176,0.010070904158055782
spgd,2,330,1.188663363456726,1.094337821006775,0.013137600384652615
spgd,2,360,1.130336046218872,1.071596384048462,0.013925601728260517
spgd,2,390,1.0729426145553589,1.0508590936660767,0.013268593698740005
spgd,2,420,1.0201104879379272,1.0334516763687134,0.012830901890993118
spgd,2,450,0.9714404344558716,1.0175511837005615,0.012182495556771755
spgd,2,480,0.9289147257804871,1.003372073173523,0.011200343258678913
spgd,2,510,0.8934779763221741,0.9916963577270508,0.010116319172084332
spgd,2,540,0.8644443154335022,0.9820468425750732,0.00913173146545887
spgd,2,570,0.8405173420906067,0.9743064641952515,0.00832777563482523
spgd,2,600,0.8203946948051453,0.9681037068367004,0.007685972843319178
spgd,2,630,0.8030252456665039,0.9631727337837219,0.007163366302847862
spgd,2,660,0.7877748012542725,0.9591347575187683,0.006720157340168953
spgd,2,690,0.7742437124252319,0.9558179974555969,0.006330626085400581
spgd,2,720,0.7621294260025024,0.953142523765564,0.005985199939459562
spgd,2,750,0.751285970211029,0.9509426951408386,0.00565325329080224
spgd,2,780,0.7415626049041748,0.9492148160934448,0.005345057230442762
spgd,2,810,0.7328323721885681,0.9478827714920044,0.005055567715317011
spgd,2,840,0.72498619556427,0.9468795657157898,0.0047843195497989655
spgd,2,870,0.7179237008094788,0.9461444616317749,0.0045318640768527985
spgd,2,900,0.7115519642829895,0.9456233382225037,0.004298449493944645
spgd,2,930,0.7057862281799316,0.9452696442604065,0.004083661362528801
spgd,2,960,0.7005510330200195,0.9450454711914062,0.0038865224923938513
spgd,2,990,0.6957804560661316,0.9449200630187988,0.003705719718709588
spgd,2,1020,0.6914172768592834,0.9448697566986084,0.0035398106556385756
spgd,2,1050,0.687412440776825,0.9448763728141785,0.0033873540814965963
spgd,2,1080,0.6837237477302551,0.9449259638786316,0.0032469795551151037
spgd,2,1110,0.6803151965141296,0.9450082778930664,0.003117418149486184
spgd,2,1140,0.6771557331085205,0.9451153874397278,0.0029975150246173143
spgd,2,1170,0.6742187738418579,0.9452416300773621,0.0028862315230071545
spgd,2,1200,0.6714814901351929,0.9453824758529663,0.0027826442383229733
spgd,2,1230,0.6689239740371704,0.9455347061157227,0.0026859405916184187
spgd,2,1260,0.6665290594100952,0.9456959366798401,0.002595410216599703
spgd,2,1290,0.6642818450927734,0.9458642601966858,0.002510436810553074
spgd,2,1320,0.6621690392494202,0.9460382461547852,0.0024304871913045645
spgd,2,1350,0.6601791977882385,0.9462168216705322,0.002355099655687809
spgd,2,1380,0.6583020687103271,0.9463993310928345,0.0022838751319795847
spgd,2,1410,0.6565284729003906,0.946584939956665,0.0022164657711982727
spgd,2,1440,0.654850423336029,0.9467731714248657,0.002152567496523261
spgd,2,1470,0.6532604098320007,0.9469636082649231,0.002091911854222417
spgd,2,1500,0.6517521142959595,0.9471559524536133,0.0020342606585472822
